# BugSigDB 2026-01-12_00:01_UTC, License: Creative Commons Attribution 4.0 International, URL: https://bugsigdb.org
BSDB ID,Study,Study design,PMID,DOI,URL,Authors list,Title,Journal,Year,Keywords,Experiment,Location of subjects,Host species,Body site,UBERON ID,Condition,EFO ID,Group 0 name,Group 1 name,Group 1 definition,Group 0 sample size,Group 1 sample size,Antibiotics exclusion,Sequencing type,16S variable region,Sequencing platform,Data transformation,Statistical test,Significance threshold,MHT correction,LDA Score above,Matched on,Confounders controlled for,Pielou,Shannon,Chao1,Simpson,Inverse Simpson,Richness,Signature page name,Source,Curated date,Curator,Revision editor,Description,Abundance in Group 1,MetaPhlAn taxon names,NCBI Taxonomy IDs,State,Reviewer
bsdb:1129/2/1,Study 1129,case-control,NA,https://doi.org/10.1038/s41467-024-51464-w,NA,"Dennis S. Nielsin, Getnet tesfaw, Nina langeland, abigail c. mapes, alemseged abdissa, ashley kates, dawd s. siraj, nasia safdar, zeleke mekonnen",Gut microbiota patterns associated with duration of diarrhea in children under five years of age in Ethiopia,Nature communications,2024,"acute diarrhea, diarrhea, gut microbiota, Prolonged or persistent Diarrhea (ProPD)",Experiment 2,Ethiopia,Homo sapiens,Feces,UBERON:0001988,Diarrhea,HP:0002014,Non-diarrheal controls.,Acute Diarrhea,The aim of our study was to decipher what differentiates the GM of children with diarrhea (AD and ProPD) from healthy controls,663,554,NA,16S,1234,Illumina,relative abundances,DESeq2,0.05,TRUE,NA,NA,"age,breast feeding,sex",NA,increased,NA,NA,NA,increased,Signature 1,Figure 4b and Figure 7,23 January 2025,Miss Lulu,Miss Lulu,AD cases compared with non-diarrheal controls,increased,"k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia sp.,k__Pseudomonadati|p__Campylobacterota|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter sp.,k__Bacillati|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus sp.",3379134|1224|1236|91347|543|561|1884818;3379134|29547|3031852|213849|72294|194|205;1783272|1239|91061|186826|1300|1301|1306,Complete,NA
bsdb:1129/2/2,Study 1129,case-control,NA,https://doi.org/10.1038/s41467-024-51464-w,NA,"Dennis S. Nielsin, Getnet tesfaw, Nina langeland, abigail c. mapes, alemseged abdissa, ashley kates, dawd s. siraj, nasia safdar, zeleke mekonnen",Gut microbiota patterns associated with duration of diarrhea in children under five years of age in Ethiopia,Nature communications,2024,"acute diarrhea, diarrhea, gut microbiota, Prolonged or persistent Diarrhea (ProPD)",Experiment 2,Ethiopia,Homo sapiens,Feces,UBERON:0001988,Diarrhea,HP:0002014,Non-diarrheal controls.,Acute Diarrhea,The aim of our study was to decipher what differentiates the GM of children with diarrhea (AD and ProPD) from healthy controls,663,554,NA,16S,1234,Illumina,relative abundances,DESeq2,0.05,TRUE,NA,NA,"age,breast feeding,sex",NA,increased,NA,NA,NA,increased,Signature 2,Figure 4b and Figure 7,23 January 2025,Miss Lulu,Miss Lulu,AD cases compared with non-diarrheal controls,decreased,"k__Bacillati|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium prausnitzii,k__Pseudomonadati|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella corporis",1783272|1239|186801|186802|216572|216851|853;3379134|976|200643|171549|171552|838|28128,Complete,NA
bsdb:1129/3/1,Study 1129,case-control,NA,https://doi.org/10.1038/s41467-024-51464-w,NA,"Dennis S. Nielsin, Getnet tesfaw, Nina langeland, abigail c. mapes, alemseged abdissa, ashley kates, dawd s. siraj, nasia safdar, zeleke mekonnen",Gut microbiota patterns associated with duration of diarrhea in children under five years of age in Ethiopia,Nature communications,2024,"acute diarrhea, diarrhea, gut microbiota, Prolonged or persistent Diarrhea (ProPD)",Experiment 3,Ethiopia,Homo sapiens,Feces,UBERON:0001988,Diarrhea,HP:0002014,Non-diarrheal controls.,Prolonged or persistent Diarrhea (ProPD),The aim of our study was to decipher what differentiates the GM of children with diarrhea (AD and ProPD) from healthy controls,663,95,NA,16S,1234,Illumina,relative abundances,DESeq2,0.05,TRUE,NA,NA,"age,breast feeding,sex",NA,increased,NA,NA,NA,increased,Signature 1,Figure 4c and Figure 8,23 January 2025,Miss Lulu,Miss Lulu,ProPD cases compared with non-diarrheal controls,increased,"k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia sp.,k__Pseudomonadati|p__Campylobacterota|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter sp.,k__Bacillati|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus sp.",3379134|1224|1236|91347|543|561|1884818;3379134|29547|3031852|213849|72294|194|205;1783272|1239|91061|186826|1300|1301|1306,Complete,NA
bsdb:1129/4/1,Study 1129,case-control,NA,https://doi.org/10.1038/s41467-024-51464-w,NA,"Dennis S. Nielsin, Getnet tesfaw, Nina langeland, abigail c. mapes, alemseged abdissa, ashley kates, dawd s. siraj, nasia safdar, zeleke mekonnen",Gut microbiota patterns associated with duration of diarrhea in children under five years of age in Ethiopia,Nature communications,2024,"acute diarrhea, diarrhea, gut microbiota, Prolonged or persistent Diarrhea (ProPD)",Experiment 4,Ethiopia,Homo sapiens,Feces,UBERON:0001988,Diarrhea,HP:0002014,Acute Diarrhea,Prolonged or persistent Diarrhea (ProPD),The aim of our study was to decipher what differentiates the GM of children with Prolonged or persistent diarrhea (ProPD) as compared with Acute Diarrhea,554,95,NA,16S,1234,Illumina,NA,DESeq2,0.05,TRUE,NA,NA,"age,breast feeding,sex",NA,unchanged,NA,NA,NA,unchanged,Signature 1,Figure 4d and Figure 9,23 January 2025,Miss Lulu,Miss Lulu,ProPD cases compared with AD cases,increased,"k__Bacillati|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus,k__Bacillati|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus mucosae",1783272|1239|91061|186826|33958|1578;1783272|1239|91061|186826|33958|2742598|97478,Complete,NA
bsdb:1129/4/2,Study 1129,case-control,NA,https://doi.org/10.1038/s41467-024-51464-w,NA,"Dennis S. Nielsin, Getnet tesfaw, Nina langeland, abigail c. mapes, alemseged abdissa, ashley kates, dawd s. siraj, nasia safdar, zeleke mekonnen",Gut microbiota patterns associated with duration of diarrhea in children under five years of age in Ethiopia,Nature communications,2024,"acute diarrhea, diarrhea, gut microbiota, Prolonged or persistent Diarrhea (ProPD)",Experiment 4,Ethiopia,Homo sapiens,Feces,UBERON:0001988,Diarrhea,HP:0002014,Acute Diarrhea,Prolonged or persistent Diarrhea (ProPD),The aim of our study was to decipher what differentiates the GM of children with Prolonged or persistent diarrhea (ProPD) as compared with Acute Diarrhea,554,95,NA,16S,1234,Illumina,NA,DESeq2,0.05,TRUE,NA,NA,"age,breast feeding,sex",NA,unchanged,NA,NA,NA,unchanged,Signature 2,Figure 4d and Figure 9,23 January 2025,Miss Lulu,Miss Lulu,ProPD cases compared with AD cases,decreased,"k__Bacillati|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium prausnitzii,k__Pseudomonadati|p__Verrucomicrobiota|c__Verrucomicrobiia|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia muciniphila,k__Bacillati|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes hadrus,k__Bacillati|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae,k__Pseudomonadati|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides",1783272|1239|186801|186802|216572|216851|853;3379134|74201|203494|48461|1647988|239934|239935;1783272|1239|186801|3085636|186803|207244|649756;1783272|201174|84998|84999|84107;3379134|976|200643|171549|815|816,Complete,NA
bsdb:1238/8/1,Study 1238,prospective cohort,NA,https://doi.org/10.3390/nu16223942,NA,"Axel Künstner, Caroline Roduit, Felicitas Bellutti Enders, Hauke Busch, Karin Hartmann, Michael Olbrich, Michèle S. Roth, Misa Hirose, Muriel d’Aujourd’hui, Saleh Ibrahim",Characterization of the Gut and Skin Microbiome over Time in Young Children with IgE-Mediated Food Allergy,Nutrients,2024,"atopic dermatitis, fecal microbiome, immediate hypersensitivity, infant, longitudinal, microbiota, paediatric, peanut allergy, pediatric, tree nut allergy",Experiment 8,Switzerland,Homo sapiens,Feces,NA,NA,NA,No nut group,Nut group,Patients with Immunoglobulin-E (IgE)-mediated tree nut and/or peanut allergy at enrollment.,8,15,NA,16S,12,Illumina,arcsine square-root,MaAsLin2,0.05,FALSE,NA,NA,NA,NA,unchanged,NA,NA,NA,NA,Signature 1,Figure 3C,24 November 2024,Aleru Divine,Aleru Divine,"Violin plot showing differences in genus abundances in fecal samples at enrollment (t0), between patients with an IgE-mediated FA other than tree nut and/or peanut, (no nut) and patients with a tree nut and/or peanut allergy (nut).",increased,"k__Bacillati|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia,k__Bacillati|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster,k__Bacillati|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Lawsonellaceae|g__Lawsonella,k__Pseudomonadati|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola",1783272|1239|186801|3085636|186803|572511;1783272|1239|186801|3085636|186803|2719313;1783272|201174|1760|85007|2805586|1847725;3379134|976|200643|171549|815|909656,Complete,Svetlana up
bsdb:1238/8/2,Study 1238,prospective cohort,NA,https://doi.org/10.3390/nu16223942,NA,"Axel Künstner, Caroline Roduit, Felicitas Bellutti Enders, Hauke Busch, Karin Hartmann, Michael Olbrich, Michèle S. Roth, Misa Hirose, Muriel d’Aujourd’hui, Saleh Ibrahim",Characterization of the Gut and Skin Microbiome over Time in Young Children with IgE-Mediated Food Allergy,Nutrients,2024,"atopic dermatitis, fecal microbiome, immediate hypersensitivity, infant, longitudinal, microbiota, paediatric, peanut allergy, pediatric, tree nut allergy",Experiment 8,Switzerland,Homo sapiens,Feces,NA,NA,NA,No nut group,Nut group,Patients with Immunoglobulin-E (IgE)-mediated tree nut and/or peanut allergy at enrollment.,8,15,NA,16S,12,Illumina,arcsine square-root,MaAsLin2,0.05,FALSE,NA,NA,NA,NA,unchanged,NA,NA,NA,NA,Signature 2,Figure 3C,24 November 2024,Aleru Divine,Aleru Divine,"Violin plot showing differences in genus abundances in fecal samples at enrollment (t0), between patients with an IgE-mediated FA other than tree nut and/or peanut, (no nut) and patients with a tree nut and/or peanut allergy (nut).",decreased,"k__Bacillati|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus,k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria,k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas,k__Bacillati|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella",1783272|1239|91061|186826|81852|1350;3379134|1224|28216|206351|481|482;3379134|1224|1236|72274|135621|286;1783272|1239|909932|1843489|31977|29465,Complete,Svetlana up
bsdb:1238/13/1,Study 1238,prospective cohort,NA,https://doi.org/10.3390/nu16223942,NA,"Axel Künstner, Caroline Roduit, Felicitas Bellutti Enders, Hauke Busch, Karin Hartmann, Michael Olbrich, Michèle S. Roth, Misa Hirose, Muriel d’Aujourd’hui, Saleh Ibrahim",Characterization of the Gut and Skin Microbiome over Time in Young Children with IgE-Mediated Food Allergy,Nutrients,2024,"atopic dermatitis, fecal microbiome, immediate hypersensitivity, infant, longitudinal, microbiota, paediatric, peanut allergy, pediatric, tree nut allergy",Experiment 13,Switzerland,Homo sapiens,Feces,NA,Food allergy,EFO:1001890,Low group,High group,Patients with allergies/sensitization greater than or equal to 3.,12,11,NA,16S,12,Illumina,relative abundances,Spearman Correlation,0.05,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Signature 1,Figure 4,27 December 2024,Aleru Divine,Aleru Divine,Correlation of gut and skin microbiome of patients with number of allergies/sensitizations.,increased,k__Bacillati|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella,1783272|201174|84998|84999|84107|102106,Complete,Svetlana up
bsdb:1284/1/1,Study 1284,"cross-sectional observational, not case-control",NA,https://doi.org/10.1038/s41598-023-37720-x,NA,"Aarti Darra, Anish Bhattacharya, Anupam Kumar Singh, Anuraag Jena, Anurag Agrawal, Pankaj Gupta, Priyanka Popli, Ritambhra Nada, Sanjay Kumar Bhadada, Usha Dutta, Vandana Singh, Vishal Sharma",Hyperglycemia is associated with duodenal dysbiosis and altered duodenal microenvironment,Scientific reports,2023,NA,Experiment 1,India,Homo sapiens,Duodenum,UBERON:0002114,Hyperglycemia,HP:0003074,Normoglycemic group,Hyperglycemic group,The hyperglycemic group consists of subjects with fasting plasma glucose(FPG) > 100 mg/dl and hemoglobin A1C (HbA1c) ≥ 5.7%.,21,33,2 months,16S,34,Illumina,raw counts,DESeq2,0.05,TRUE,NA,NA,age,NA,unchanged,NA,NA,NA,unchanged,Signature 1,Figure 3C,6 February 2025,Aleru Divine,Aleru Divine,"Histograms showing the differential abundant features in duodenal microbiota obtained using DESeq2 in hyperglycemic and normoglycemic subjects at order, family, and genus-species level.",increased,"k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|s__Escherichia/Shigella sp.,k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter haemolyticus,k__Bacillati|p__Bacillota|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__Turicibacter|s__Turicibacter sanguinis,k__Bacillati|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Dolosigranulum|s__Dolosigranulum pigrum,k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria subflava,k__Bacillati|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella tobetsuensis,k__Bacillati|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus cristatus",3379134|1224|1236|91347|543|1940338;3379134|1224|1236|2887326|468|469|29430;1783272|1239|526524|526525|2810281|191303|154288;1783272|1239|91061|186826|186828|29393|29394;3379134|1224|28216|206351|481|482|28449;1783272|1239|909932|1843489|31977|29465|1110546;1783272|1239|91061|186826|1300|1301|45634,Complete,Svetlana up
bsdb:1284/1/2,Study 1284,"cross-sectional observational, not case-control",NA,https://doi.org/10.1038/s41598-023-37720-x,NA,"Aarti Darra, Anish Bhattacharya, Anupam Kumar Singh, Anuraag Jena, Anurag Agrawal, Pankaj Gupta, Priyanka Popli, Ritambhra Nada, Sanjay Kumar Bhadada, Usha Dutta, Vandana Singh, Vishal Sharma",Hyperglycemia is associated with duodenal dysbiosis and altered duodenal microenvironment,Scientific reports,2023,NA,Experiment 1,India,Homo sapiens,Duodenum,UBERON:0002114,Hyperglycemia,HP:0003074,Normoglycemic group,Hyperglycemic group,The hyperglycemic group consists of subjects with fasting plasma glucose(FPG) > 100 mg/dl and hemoglobin A1C (HbA1c) ≥ 5.7%.,21,33,2 months,16S,34,Illumina,raw counts,DESeq2,0.05,TRUE,NA,NA,age,NA,unchanged,NA,NA,NA,unchanged,Signature 2,Figure 3C,6 February 2025,Aleru Divine,Aleru Divine,"Histograms showing the differential abundant features in duodenal microbiota obtained using DESeq2 in hyperglycemic and normoglycemic subjects at order, family, and genus-species level.",decreased,"k__Bacillati|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus,k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter junii,k__Bacillati|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoanaerobaculum,k__Pseudomonadati|p__Campylobacterota|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter concisus,k__Bacillati|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Dermabacteraceae|g__Brachybacterium|s__Brachybacterium muris,k__Pseudomonadati|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae|g__Epilithonimonas|s__Epilithonimonas hominis,k__Pseudomonadati|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella histicola,k__Bacillati|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Gordoniaceae|g__Gordonia,k__Pseudomonadati|p__Verrucomicrobiota|c__Verrucomicrobiia|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia muciniphila,k__Bacillati|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Parafannyhessea|s__Parafannyhessea umbonata,k__Bacillati|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella aerofaciens,k__Pseudomonadati|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides,k__Bacillati|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Lancefieldella|s__Lancefieldella parvula,k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales,k__Bacillati|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales,k__Pseudomonadati|p__Pseudomonadota|c__Alphaproteobacteria|o__Caulobacterales,k__Bacillati|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae,k__Pseudomonadati|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae,k__Pseudomonadati|p__Pseudomonadota|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae,k__Bacillati|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Nocardiaceae,k__Pseudomonadati|p__Verrucomicrobiota|c__Verrucomicrobiia|o__Verrucomicrobiales|f__Akkermansiaceae,k__Bacillati|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae",1783272|1239|91061|186826|1300|1357;3379134|1224|1236|2887326|468|469|40215;1783272|1239|186801|3085636|186803|1164882;3379134|29547|3031852|213849|72294|194|199;1783272|201174|1760|85006|85020|43668|219301;3379134|976|117743|200644|2762318|2782229|420404;3379134|976|200643|171549|171552|838|470565;1783272|201174|1760|85007|85026|2053;3379134|74201|203494|48461|1647988|239934|239935;1783272|201174|84998|84999|1643824|2847312|604330;1783272|201174|84998|84999|84107|102106|74426;3379134|976|200643|171549|815|816;1783272|201174|84998|84999|1643824|2767353|1382;3379134|1224|1236|72274;1783272|201174|1760|85010;3379134|1224|28211|204458;1783272|201174|1760|85010|2070;3379134|976|200643|171549|2005525;3379134|1224|28211|204458|76892;1783272|201174|1760|85007|85025;3379134|74201|203494|48461|1647988;1783272|201174|84998|84999|84107,Complete,Svetlana up
