# BugSigDB 2021-08-22, License: Creative Commons Attribution 4.0 International, URL: https://bugsigdb.org
Study	Study design	PMID	DOI	URL	Authors	Title	Journal	Year	Experiment	Location of subjects	Host species	Body site	Condition	Group 0 name	Group 1 name	Group 1 definition	Group 0 sample size	Group 1 sample size	Antibiotics exclusion	Sequencing type	16s variable region	Sequencing platform	Statistical test	Significance threshold	MHT correction	LDA Score above	Matched on	Confounders controlled for	Pielou	Shannon	Chao1	Simpson	Inverse Simpson	Richness	Signature page name	Source	Curated date	Curator	Revision editor	Description	Abundance in Group 1	MetaPhlAn taxon names	NCBI Taxonomy IDs
Study 492	case-control	33531650	10.1038/s41598-021-82538-0	https://pubmed.ncbi.nlm.nih.gov/33531650/	Das T,Jayasudha R,Chakravarthy S,Prashanthi GS,Bhargava A,Tyagi M,Rani PK,Pappuru RR,Sharma S,Shivaji S	Alterations in the gut bacterial microbiome in people with type 2 diabetes mellitus and diabetic retinopathy	Scientific reports	2021	Experiment 1	India	Homo sapiens	feces	type II diabetes mellitus	Healthy controls	Individuals having Type 2 Diabetes Mellitus without Diabetic Retinopathy	Individuals having Type 2 Diabetes Mellitus without Diabetic Retinopathy (T2D group); the T2DM cohort included subjects (a) positive for at least one of the three biochemical tests (HbA1c > 7%, fasting blood sugar > 120 mg% and post-prandial blood sugar > 200 mg%); (b) had history of taking anti-diabetic medications (Metformin or combinations of Metformin and / or Insulin) and (c) had no clinical signs of DR	30	25	3 months	16S	NA	Illumina	Kruskall-Wallis	0.05	TRUE	NA	age,diet	NA	NA	increased	increased	unchanged	NA	increased	Signature 2	Table 2, Table 3	5 July 2021	Madhubani Dey	Madhubani Dey	Increased abundance of microbial communities in individuals with Type 2 Diabetes compared to healthy controls	increased		
Study 492	case-control	33531650	10.1038/s41598-021-82538-0	https://pubmed.ncbi.nlm.nih.gov/33531650/	Das T,Jayasudha R,Chakravarthy S,Prashanthi GS,Bhargava A,Tyagi M,Rani PK,Pappuru RR,Sharma S,Shivaji S	Alterations in the gut bacterial microbiome in people with type 2 diabetes mellitus and diabetic retinopathy	Scientific reports	2021	Experiment 2	India	Homo sapiens	feces	diabetic retinopathy	Healthy controls	Individuals diagnosed with Type 2 Diabetes and clinically manifest Diabetic Retinopathy (DR)	Individuals diagnosed with Type 2 Diabetes and clinically manifest Diabetic Retinopathy (DR); Subjects confirmed to having DR based on the fundus examination/photograph followed by fundus fluorescein angiography (FFA) and optical coherence tomography (OCT).	30	28	3 months	16S	NA	Illumina	Kruskall-Wallis	0.05	TRUE	NA	age,diet	NA	NA	increased	unchanged	unchanged	NA	unchanged	Signature 1	Table 2, Table 4	5 July 2021	Madhubani Dey	Madhubani Dey	Decreased abundance of bacterial communities in individuals diagnosed with Type 2 Diabetes and Diabetic Retinopathy (DR) compared with healthy controls	decreased		
Study 492	case-control	33531650	10.1038/s41598-021-82538-0	https://pubmed.ncbi.nlm.nih.gov/33531650/	Das T,Jayasudha R,Chakravarthy S,Prashanthi GS,Bhargava A,Tyagi M,Rani PK,Pappuru RR,Sharma S,Shivaji S	Alterations in the gut bacterial microbiome in people with type 2 diabetes mellitus and diabetic retinopathy	Scientific reports	2021	Experiment 2	India	Homo sapiens	feces	diabetic retinopathy	Healthy controls	Individuals diagnosed with Type 2 Diabetes and clinically manifest Diabetic Retinopathy (DR)	Individuals diagnosed with Type 2 Diabetes and clinically manifest Diabetic Retinopathy (DR); Subjects confirmed to having DR based on the fundus examination/photograph followed by fundus fluorescein angiography (FFA) and optical coherence tomography (OCT).	30	28	3 months	16S	NA	Illumina	Kruskall-Wallis	0.05	TRUE	NA	age,diet	NA	NA	increased	unchanged	unchanged	NA	unchanged	Signature 2	Table 2, Table 4	5 July 2021	Madhubani Dey	Madhubani Dey	Increased abundance of bacterial communities in individuals diagnosed with Type 2 Diabetes and Diabetic Retinopathy (DR) compared with healthy controls	increased		
Study 492	case-control	33531650	10.1038/s41598-021-82538-0	https://pubmed.ncbi.nlm.nih.gov/33531650/	Das T,Jayasudha R,Chakravarthy S,Prashanthi GS,Bhargava A,Tyagi M,Rani PK,Pappuru RR,Sharma S,Shivaji S	Alterations in the gut bacterial microbiome in people with type 2 diabetes mellitus and diabetic retinopathy	Scientific reports	2021	Experiment 3	India	Homo sapiens	feces	diabetic retinopathy	Individuals diagnosed with type 2 diabetes Mellitus	Individuals diagnosed with Type 2 Diabetes and clinically manifest Diabetic Retinopathy (DR)	Individuals diagnosed with Type 2 Diabetes and clinically manifest Diabetic Retinopathy (DR); Subjects confirmed to having DR based on the fundus examination/photograph followed by fundus fluorescein angiography (FFA) and optical coherence tomography (OCT).	24	28	3 months	16S	NA	Illumina	Kruskall-Wallis	0.05	TRUE	NA	age,diet	NA	NA	unchanged	unchanged	unchanged	NA	unchanged	Signature 1	Table 2, Table 5	5 July 2021	Madhubani Dey	Madhubani Dey	Decreased abundance of bacterial communities in individuals diagnosed with Type 2 Diabetes and Diabetic Retinopathy (DR) compared to individuals with only Type 2 Diabetes	decreased		
Study 492	case-control	33531650	10.1038/s41598-021-82538-0	https://pubmed.ncbi.nlm.nih.gov/33531650/	Das T,Jayasudha R,Chakravarthy S,Prashanthi GS,Bhargava A,Tyagi M,Rani PK,Pappuru RR,Sharma S,Shivaji S	Alterations in the gut bacterial microbiome in people with type 2 diabetes mellitus and diabetic retinopathy	Scientific reports	2021	Experiment 3	India	Homo sapiens	feces	diabetic retinopathy	Individuals diagnosed with type 2 diabetes Mellitus	Individuals diagnosed with Type 2 Diabetes and clinically manifest Diabetic Retinopathy (DR)	Individuals diagnosed with Type 2 Diabetes and clinically manifest Diabetic Retinopathy (DR); Subjects confirmed to having DR based on the fundus examination/photograph followed by fundus fluorescein angiography (FFA) and optical coherence tomography (OCT).	24	28	3 months	16S	NA	Illumina	Kruskall-Wallis	0.05	TRUE	NA	age,diet	NA	NA	unchanged	unchanged	unchanged	NA	unchanged	Signature 2	Table 2, Table 5	5 July 2021	Madhubani Dey	Madhubani Dey	Increased abundance of bacterial communities in individuals diagnosed with Type 2 Diabetes and Diabetic Retinopathy (DR) compared to individuals with only Type 2 Diabetes	increased		
Study 493	case-control	31917273	10.1016/j.micpath.2019.103943	https://pubmed.ncbi.nlm.nih.gov/31917273/	Yuan X,Wang L,Meng D,Wu L,Wang X,Zhang D,Luo Z,Pang Y,Liu G	The impact of NBUVB on microbial community profiling in the lesional skin of vitiligo subjects	Microbial pathogenesis	2020	Experiment 1	China	Homo sapiens	skin of body	NA	Vitiligo patients before narrowband UV (NBUVB) light irradiation in normal skin (NF group)	Vitiligo patients after NBUVB irradiation on normal skin (NB group)	Vitiligo patients after NBUVB irradiation on normal skin (NB group); Vitiligo patients recruited from Weifang Medical University Hospital, Shandong, China, from February 2018 to January 2019.	15	15	6 months	16S	NA	Illumina	T-Test	0.05	TRUE	NA	NA	NA	NA	unchanged	increased	unchanged	NA	NA	NA	NA	NA	NA	NA	NA	NA		
Study 493	case-control	31917273	10.1016/j.micpath.2019.103943	https://pubmed.ncbi.nlm.nih.gov/31917273/	Yuan X,Wang L,Meng D,Wu L,Wang X,Zhang D,Luo Z,Pang Y,Liu G	The impact of NBUVB on microbial community profiling in the lesional skin of vitiligo subjects	Microbial pathogenesis	2020	Experiment 2	China	Homo sapiens	skin of body	NA	Normal skin of Vitiligo patients before narrowband UV (NBUVB) light irradiation (NF group)	Lesional skin of Vitiligo patients after NBUVB irradiation (DB group)	Lesional skin of Vitiligo patients after NBUVB irradiation (DB group); Vitiligo patients recruited from Weifang Medical University Hospital, Shandong, China, from February 2018 to January 2019.	15	15	6 months	16S	NA	Illumina	T-Test	0.05	TRUE	NA	NA	NA	NA	unchanged	unchanged	unchanged	NA	NA	NA	NA	NA	NA	NA	NA	NA		
Study 493	case-control	31917273	10.1016/j.micpath.2019.103943	https://pubmed.ncbi.nlm.nih.gov/31917273/	Yuan X,Wang L,Meng D,Wu L,Wang X,Zhang D,Luo Z,Pang Y,Liu G	The impact of NBUVB on microbial community profiling in the lesional skin of vitiligo subjects	Microbial pathogenesis	2020	Experiment 3	China	Homo sapiens	skin of body	NA	Lesional skin of Vitiligo patients before irradiation (DF group)	Lesional skin of Vitiligo patients after NBUVB irradiation (DB group)	Lesional skin of Vitiligo patients after NBUVB irradiation (DB group); Vitiligo patients recruited from Weifang Medical University Hospital, Shandong, China, from February 2018 to January 2019.	15	15	6 months	16S	NA	Illumina	T-Test	0.05	TRUE	NA	NA	NA	NA	unchanged	unchanged	unchanged	NA	NA	NA	NA	NA	NA	NA	NA	NA		
Study 494	case-control	32214153	10.1038/s41598-020-62224-3	https://pubmed.ncbi.nlm.nih.gov/32214153/	Li Q,Chang Y,Zhang K,Chen H,Tao S,Zhang Z	Implication of the gut microbiome composition of type 2 diabetic patients from northern China	Scientific reports	2020	Experiment 1	China	Homo sapiens	feces	type II diabetes mellitus	Healthy controls	Individuals diagnosed with Type 2 Diabetes Mellitus	Individuals diagnosed with Type 2 Diabetes Mellitus; T2D subjects were required to meet the following inclusion criteria: (i) fasting blood glucose test (FBG) 7 mmol/L or greater and/or 2-h fasting oral glucose tolerance test (OGTT) 11.1 mmol/L or greater35; (ii) no previously received pharmacologic treatment; and (iii) body mass index (BMI) > 18.0 kg/m2.	40	20	2 months	16S	NA	Illumina	NA	0.05	TRUE	NA	NA	NA	NA	unchanged	decreased	unchanged	NA	NA	Signature 1	Figure 2b	5 July 2021	Madhubani Dey	Madhubani Dey	Decreased abundance of bacterial communities in individuals with Type 2 Diabetes compared to healthy controls	decreased		
Study 494	case-control	32214153	10.1038/s41598-020-62224-3	https://pubmed.ncbi.nlm.nih.gov/32214153/	Li Q,Chang Y,Zhang K,Chen H,Tao S,Zhang Z	Implication of the gut microbiome composition of type 2 diabetic patients from northern China	Scientific reports	2020	Experiment 1	China	Homo sapiens	feces	type II diabetes mellitus	Healthy controls	Individuals diagnosed with Type 2 Diabetes Mellitus	Individuals diagnosed with Type 2 Diabetes Mellitus; T2D subjects were required to meet the following inclusion criteria: (i) fasting blood glucose test (FBG) 7 mmol/L or greater and/or 2-h fasting oral glucose tolerance test (OGTT) 11.1 mmol/L or greater35; (ii) no previously received pharmacologic treatment; and (iii) body mass index (BMI) > 18.0 kg/m2.	40	20	2 months	16S	NA	Illumina	NA	0.05	TRUE	NA	NA	NA	NA	unchanged	decreased	unchanged	NA	NA	Signature 2	Figure 2b	5 July 2021	Madhubani Dey	Madhubani Dey	Increased abundance of bacterial communities in individuals with Type 2 Diabetes compared to healthy controls	increased		
Study 495	case-control	33828910	10.7717/peerj.10952	https://pubmed.ncbi.nlm.nih.gov/33828910/	Zhang Z,Tian T,Chen Z,Liu L,Luo T,Dai J	Characteristics of the gut microbiome in patients with prediabetes and type 2 diabetes	PeerJ	2021	Experiment 1	China	Homo sapiens	feces	type II diabetes mellitus	Healthy controls	Individuals diagnosed with Type 2 Diabetes Mellitus	Individuals diagnosed with Type 2 Diabetes Mellitus; Participants with T2DM were required to meet the following inclusion criteria: (i) fasting blood glucose test (FBG) ≥7 mmol/L and/or 2-h fasting oral glucose tolerance test (OGTT) ≥11.1 mmol/L; and (ii) all cases of T2DM were newly diagnosed.	60	60	2 months	16S	NA	Illumina	Kruskall-Wallis	0.05	TRUE	NA	NA	NA	NA	unchanged	unchanged	unchanged	NA	NA	Signature 1	Table 3	5 July 2021	Madhubani Dey	Madhubani Dey	Increased abundance of bacterial communities in individuals with type 2 diabetes compared to healthy controls	increased		
Study 495	case-control	33828910	10.7717/peerj.10952	https://pubmed.ncbi.nlm.nih.gov/33828910/	Zhang Z,Tian T,Chen Z,Liu L,Luo T,Dai J	Characteristics of the gut microbiome in patients with prediabetes and type 2 diabetes	PeerJ	2021	Experiment 1	China	Homo sapiens	feces	type II diabetes mellitus	Healthy controls	Individuals diagnosed with Type 2 Diabetes Mellitus	Individuals diagnosed with Type 2 Diabetes Mellitus; Participants with T2DM were required to meet the following inclusion criteria: (i) fasting blood glucose test (FBG) ≥7 mmol/L and/or 2-h fasting oral glucose tolerance test (OGTT) ≥11.1 mmol/L; and (ii) all cases of T2DM were newly diagnosed.	60	60	2 months	16S	NA	Illumina	Kruskall-Wallis	0.05	TRUE	NA	NA	NA	NA	unchanged	unchanged	unchanged	NA	NA	Signature 2	Table 3	5 July 2021	Madhubani Dey	Madhubani Dey	Decreased abundance of bacterial communities in individuals with type 2 diabetes compared to healthy controls	decreased		
Study 495	case-control	33828910	10.7717/peerj.10952	https://pubmed.ncbi.nlm.nih.gov/33828910/	Zhang Z,Tian T,Chen Z,Liu L,Luo T,Dai J	Characteristics of the gut microbiome in patients with prediabetes and type 2 diabetes	PeerJ	2021	Experiment 2	China	Homo sapiens	feces	prediabetes syndrome	Healthy controls	Individuals with Prediabetes (PreDM)	Individuals with Prediabetes (PreDM); PreDM was defined as FBG of 6.1–7.0 mmol/L or HbA1c levels of 6.0%–6.5%.	60	60	2 months	16S	NA	Illumina	Kruskall-Wallis	0.05	TRUE	NA	NA	NA	NA	unchanged	unchanged	unchanged	NA	NA	Signature 1	NA	5 July 2021	Madhubani Dey	Madhubani Dey	Increased abundance of microbial communities in individuals with prediabetes compared to healthy controls	increased		
Study 495	case-control	33828910	10.7717/peerj.10952	https://pubmed.ncbi.nlm.nih.gov/33828910/	Zhang Z,Tian T,Chen Z,Liu L,Luo T,Dai J	Characteristics of the gut microbiome in patients with prediabetes and type 2 diabetes	PeerJ	2021	Experiment 3	China	Homo sapiens	feces	type II diabetes mellitus	Individuals with Prediabetes (PreDM)	Individuals diagnosed with Type 2 Diabetes Mellitus	Individuals diagnosed with Type 2 Diabetes Mellitus; Participants with T2DM were required to meet the following inclusion criteria: (i) fasting blood glucose test (FBG) ≥7 mmol/L and/or 2-h fasting oral glucose tolerance test (OGTT) ≥11.1 mmol/L; and (ii) all cases of T2DM were newly diagnosed.	60	60	2 months	16S	NA	Illumina	Kruskall-Wallis	0.05	TRUE	NA	NA	NA	NA	unchanged	unchanged	unchanged	NA	NA	Signature 1	Table 3	16 August 2021	Madhubani Dey	Madhubani Dey	Decreased abundance of bacterial communities in individuals with type 2 diabetes compared to healthy controls	decreased		
Study 496	cross-sectional observational, not case-control	34173452	10.1016/j.medmic.2020.100023	NA	Tao W,Zhang G,Wang X,Guo M,Zeng W,Xu Z,Cao D,Pan A,Wang Y,Zhang K,Ma X,Chen Z,Jin T,Liu L,Weng J,Zhu S	Analysis of the intestinal microbiota in COVID-19 patients and its correlation with the inflammatory factor IL-18	Medicine in microecology	2020	Experiment 1	China	Homo sapiens	feces	COVID-19	Healthy controls	COVID-19 patients	Patients with COVID-19	40	62	NA	16S	NA	Illumina	LEfSe	0.05	FALSE	2	NA	NA	NA	NA	decreased	NA	NA	NA	Signature 1	Figure 1E	7 July 2021	Claregrieve1	Claregrieve1,Fatima	Differential microbial abundance between healthy controls and COVID-19 patients (LDA>2)	increased		
Study 496	cross-sectional observational, not case-control	34173452	10.1016/j.medmic.2020.100023	NA	Tao W,Zhang G,Wang X,Guo M,Zeng W,Xu Z,Cao D,Pan A,Wang Y,Zhang K,Ma X,Chen Z,Jin T,Liu L,Weng J,Zhu S	Analysis of the intestinal microbiota in COVID-19 patients and its correlation with the inflammatory factor IL-18	Medicine in microecology	2020	Experiment 1	China	Homo sapiens	feces	COVID-19	Healthy controls	COVID-19 patients	Patients with COVID-19	40	62	NA	16S	NA	Illumina	LEfSe	0.05	FALSE	2	NA	NA	NA	NA	decreased	NA	NA	NA	Signature 2	Figure 1E	7 July 2021	Claregrieve1	Claregrieve1	Differential microbial abundance between healthy controls and COVID-19 patients (LDA>2)	decreased		
Study 496	cross-sectional observational, not case-control	34173452	10.1016/j.medmic.2020.100023	NA	Tao W,Zhang G,Wang X,Guo M,Zeng W,Xu Z,Cao D,Pan A,Wang Y,Zhang K,Ma X,Chen Z,Jin T,Liu L,Weng J,Zhu S	Analysis of the intestinal microbiota in COVID-19 patients and its correlation with the inflammatory factor IL-18	Medicine in microecology	2020	Experiment 2	China	Homo sapiens	feces	COVID-19	Seasonal flu patients	COVID-19 patients	Patients with COVID-19	33	62	NA	16S	NA	Illumina	LEfSe	0.05	FALSE	2	NA	NA	NA	NA	decreased	NA	NA	NA	Signature 1	Figure 1G	7 July 2021	Claregrieve1	Claregrieve1	Differential microbial abundance between seasonal flu patients and COVID-19 patients (LDA>2)	increased		
Study 496	cross-sectional observational, not case-control	34173452	10.1016/j.medmic.2020.100023	NA	Tao W,Zhang G,Wang X,Guo M,Zeng W,Xu Z,Cao D,Pan A,Wang Y,Zhang K,Ma X,Chen Z,Jin T,Liu L,Weng J,Zhu S	Analysis of the intestinal microbiota in COVID-19 patients and its correlation with the inflammatory factor IL-18	Medicine in microecology	2020	Experiment 2	China	Homo sapiens	feces	COVID-19	Seasonal flu patients	COVID-19 patients	Patients with COVID-19	33	62	NA	16S	NA	Illumina	LEfSe	0.05	FALSE	2	NA	NA	NA	NA	decreased	NA	NA	NA	Signature 2	Figure 1G	7 July 2021	Claregrieve1	Claregrieve1	Differential microbial abundance between seasonal flu patients and COVID-19 patients (LDA>2)	decreased		
Study 497	case-control	22986438	10.1038/ajg.2012.287	NA	Rigsbee L,Agans R,Shankar V,Kenche H,Khamis HJ,Michail S,Paliy O	Quantitative profiling of gut microbiota of children with diarrhea-predominant irritable bowel syndrome	The American journal of gastroenterology	2012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		
Study 498	case-control	33577896	10.1016/j.jaci.2021.02.001	NA	Rosas-Salazar C,Kimura KS,Shilts MH,Strickland BA,Freeman MH,Wessinger BC,Gupta V,Brown HM,Rajagopala SV,Turner JH,Das SR	SARS-CoV-2 infection and viral load are associated with the upper respiratory tract microbiome	The Journal of allergy and clinical immunology	2021	Experiment 1	United States of America	Homo sapiens	nasopharynx	COVID-19	Asymptomatic uninfected controls	COVID-19 patients	Confirmed symptomatic mild to moderate COVID-19 patients > age 18, nonhospitalized	21	38	2 weeks	16S	NA	Illumina	DESeq2	0.05	TRUE	NA	NA	age	NA	unchanged	NA	NA	unchanged	increased	Signature 1	Figure 3B	10 July 2021	Claregrieve1	Claregrieve1	Differential microbial abundance between non-COVID controls and COVID-19 infected patients	increased		
Study 498	case-control	33577896	10.1016/j.jaci.2021.02.001	NA	Rosas-Salazar C,Kimura KS,Shilts MH,Strickland BA,Freeman MH,Wessinger BC,Gupta V,Brown HM,Rajagopala SV,Turner JH,Das SR	SARS-CoV-2 infection and viral load are associated with the upper respiratory tract microbiome	The Journal of allergy and clinical immunology	2021	Experiment 1	United States of America	Homo sapiens	nasopharynx	COVID-19	Asymptomatic uninfected controls	COVID-19 patients	Confirmed symptomatic mild to moderate COVID-19 patients > age 18, nonhospitalized	21	38	2 weeks	16S	NA	Illumina	DESeq2	0.05	TRUE	NA	NA	age	NA	unchanged	NA	NA	unchanged	increased	Signature 2	Figure 3B	10 July 2021	Claregrieve1	Claregrieve1	Differential microbial abundance between non-COVID controls and COVID-19 infected patients	decreased		
Study 498	case-control	33577896	10.1016/j.jaci.2021.02.001	NA	Rosas-Salazar C,Kimura KS,Shilts MH,Strickland BA,Freeman MH,Wessinger BC,Gupta V,Brown HM,Rajagopala SV,Turner JH,Das SR	SARS-CoV-2 infection and viral load are associated with the upper respiratory tract microbiome	The Journal of allergy and clinical immunology	2021	Experiment 2	United States of America	Homo sapiens	nasopharynx	COVID-19	COVID-19 patients with low viral load	COVID-19 patients with high viral load	Confirmed symptomatic mild to moderate COVID-19 patients > age 18, nonhospitalized,  with high viral load (quantitative reverse transcription PCR cycle threshold value
below the median for the detection of SARS-CoV-2 nucleocapside gene region 1)	NA	NA	2 weeks	16S	NA	Illumina	DESeq2	0.05	TRUE	NA	NA	age	NA	unchanged	NA	NA	unchanged	unchanged	Signature 1	Figure 4b	10 July 2021	Claregrieve1	Claregrieve1	Differential microbial abundance between COVID-19 patients with high viral load and patients with low viral load	increased		
Study 498	case-control	33577896	10.1016/j.jaci.2021.02.001	NA	Rosas-Salazar C,Kimura KS,Shilts MH,Strickland BA,Freeman MH,Wessinger BC,Gupta V,Brown HM,Rajagopala SV,Turner JH,Das SR	SARS-CoV-2 infection and viral load are associated with the upper respiratory tract microbiome	The Journal of allergy and clinical immunology	2021	Experiment 2	United States of America	Homo sapiens	nasopharynx	COVID-19	COVID-19 patients with low viral load	COVID-19 patients with high viral load	Confirmed symptomatic mild to moderate COVID-19 patients > age 18, nonhospitalized,  with high viral load (quantitative reverse transcription PCR cycle threshold value
below the median for the detection of SARS-CoV-2 nucleocapside gene region 1)	NA	NA	2 weeks	16S	NA	Illumina	DESeq2	0.05	TRUE	NA	NA	age	NA	unchanged	NA	NA	unchanged	unchanged	Signature 2	Figure 4b	10 July 2021	Claregrieve1	Claregrieve1	Differential microbial abundance between COVID-19 patients with high viral load and patients with low viral load	decreased		
Study 499	case-control,prospective cohort	21820992	10.1053/j.gastro.2011.07.043	NA	Rajilić-Stojanović M,Biagi E,Heilig HG,Kajander K,Kekkonen RA,Tims S,de Vos WM	Global and deep molecular analysis of microbiota signatures in fecal samples from patients with irritable bowel syndrome	Gastroenterology	2011	Experiment 1	Finland	Homo sapiens	feces	NA	Healthy Control	IBS-A	IBS patients fulfilled the Rome II criteria. Alternating IBS (IBS-A)	46	19	NA	16S	NA	Human Intestinal Tract Chip	T-Test	0.05	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	Signature 1	Table 1.	15 July 2021	Kwekuamoo	Kwekuamoo	Differences Between Intestinal Microbiota in Healthy and IBS.
NOTE. Genus-like phylogenetic groups for which the hybridization signal differed significantly between the healthy subjects and (one of the subtypes of) IBS patients are indicated. Gray shading represents phylogenetic groups with a decreased signal in IBS patients. a) Significant (q < .05) correlation. b) Strongly significant (q < .01) correlation.	decreased		
Study 499	case-control,prospective cohort	21820992	10.1053/j.gastro.2011.07.043	NA	Rajilić-Stojanović M,Biagi E,Heilig HG,Kajander K,Kekkonen RA,Tims S,de Vos WM	Global and deep molecular analysis of microbiota signatures in fecal samples from patients with irritable bowel syndrome	Gastroenterology	2011	Experiment 1	Finland	Homo sapiens	feces	NA	Healthy Control	IBS-A	IBS patients fulfilled the Rome II criteria. Alternating IBS (IBS-A)	46	19	NA	16S	NA	Human Intestinal Tract Chip	T-Test	0.05	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	Signature 2	Table 1.	15 July 2021	Kwekuamoo	Kwekuamoo	Differences Between Intestinal Microbiota in Healthy and IBS.
NOTE. Genus-like phylogenetic groups for which the hybridization signal differed significantly between the healthy subjects and (one of the subtypes of) IBS patients are indicated. Gray shading represents phylogenetic groups with a decreased signal in IBS patients. a) Significant (q < .05) correlation. b) Strongly significant (q < .01) correlation.	increased		
Study 499	case-control,prospective cohort	21820992	10.1053/j.gastro.2011.07.043	NA	Rajilić-Stojanović M,Biagi E,Heilig HG,Kajander K,Kekkonen RA,Tims S,de Vos WM	Global and deep molecular analysis of microbiota signatures in fecal samples from patients with irritable bowel syndrome	Gastroenterology	2011	Experiment 2	Finland	Homo sapiens	feces	NA	Healthy Control	IBS-C	IBS patients fulfilled the Rome II criteria. Constipation-predominant IBS (IBS-C)	46	18	NA	16S	NA	Human Intestinal Tract Chip	T-Test	0.05	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	Signature 1	Table 1.	15 July 2021	Kwekuamoo	Kwekuamoo	Differences Between Intestinal Microbiota in Healthy and IBS. NOTE. Genus-like phylogenetic groups for which the hybridization signal differed significantly between the healthy subjects and (one of the subtypes of) IBS patients are indicated. Gray shading represents phylogenetic groups with a decreased signal in IBS patients. a) Significant (q < .05) correlation. b) Strongly significant (q < .01) correlation.	decreased		
Study 499	case-control,prospective cohort	21820992	10.1053/j.gastro.2011.07.043	NA	Rajilić-Stojanović M,Biagi E,Heilig HG,Kajander K,Kekkonen RA,Tims S,de Vos WM	Global and deep molecular analysis of microbiota signatures in fecal samples from patients with irritable bowel syndrome	Gastroenterology	2011	Experiment 2	Finland	Homo sapiens	feces	NA	Healthy Control	IBS-C	IBS patients fulfilled the Rome II criteria. Constipation-predominant IBS (IBS-C)	46	18	NA	16S	NA	Human Intestinal Tract Chip	T-Test	0.05	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	Signature 2	Table 1.	15 July 2021	Kwekuamoo	Kwekuamoo	Differences Between Intestinal Microbiota in Healthy and IBS. NOTE. Genus-like phylogenetic groups for which the hybridization signal differed significantly between the healthy subjects and (one of the subtypes of) IBS patients are indicated. Gray shading represents phylogenetic groups with a decreased signal in IBS patients. a) Significant (q < .05) correlation. b) Strongly significant (q < .01) correlation.	increased		
Study 499	case-control,prospective cohort	21820992	10.1053/j.gastro.2011.07.043	NA	Rajilić-Stojanović M,Biagi E,Heilig HG,Kajander K,Kekkonen RA,Tims S,de Vos WM	Global and deep molecular analysis of microbiota signatures in fecal samples from patients with irritable bowel syndrome	Gastroenterology	2011	Experiment 3	Finland	Homo sapiens	feces	NA	Healthy Control	IBS-D	IBS patients fulfilled the Rome II criteria. Diarrhea-predominant IBS (IBS-D)	46	25	NA	16S	NA	Human Intestinal Tract Chip	T-Test	0.05	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	Signature 1	Table 1.	15 July 2021	Kwekuamoo	Kwekuamoo	Differences Between Intestinal Microbiota in Healthy and IBS. NOTE. Genus-like phylogenetic groups for which the hybridization signal differed significantly between the healthy subjects and (one of the subtypes of) IBS patients are indicated. Gray shading represents phylogenetic groups with a decreased signal in IBS patients. a) Significant (q < .05) correlation. b) Strongly significant (q < .01) correlation.	decreased		
Study 499	case-control,prospective cohort	21820992	10.1053/j.gastro.2011.07.043	NA	Rajilić-Stojanović M,Biagi E,Heilig HG,Kajander K,Kekkonen RA,Tims S,de Vos WM	Global and deep molecular analysis of microbiota signatures in fecal samples from patients with irritable bowel syndrome	Gastroenterology	2011	Experiment 3	Finland	Homo sapiens	feces	NA	Healthy Control	IBS-D	IBS patients fulfilled the Rome II criteria. Diarrhea-predominant IBS (IBS-D)	46	25	NA	16S	NA	Human Intestinal Tract Chip	T-Test	0.05	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	Signature 2	Table 1.	15 July 2021	Kwekuamoo	Kwekuamoo	Differences Between Intestinal Microbiota in Healthy and IBS. NOTE. Genus-like phylogenetic groups for which the hybridization signal differed significantly between the healthy subjects and (one of the subtypes of) IBS patients are indicated. Gray shading represents phylogenetic groups with a decreased signal in IBS patients. a) Significant (q < .05) correlation. b) Strongly significant (q < .01) correlation.	increased		
Study 499	case-control,prospective cohort	21820992	10.1053/j.gastro.2011.07.043	NA	Rajilić-Stojanović M,Biagi E,Heilig HG,Kajander K,Kekkonen RA,Tims S,de Vos WM	Global and deep molecular analysis of microbiota signatures in fecal samples from patients with irritable bowel syndrome	Gastroenterology	2011	Experiment 4	Finland	Homo sapiens	feces	NA	Healthy Control	IBS (All patients)	IBS patients fulfilled the Rome II criteria. All IBS patients.	46	62	NA	16S	NA	Human Intestinal Tract Chip	T-Test	0.05	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	Signature 1	Figure 1.	15 July 2021	Kwekuamoo	Kwekuamoo	Differences Between Intestinal Microbiota in Healthy and IBS. NOTE. Genus-like phylogenetic groups for which the hybridization signal differed significantly between the healthy subjects and (one of the subtypes of) IBS patients are indicated. Gray shading represents phylogenetic groups with a decreased signal in IBS patients. a) Significant (q < .05) correlation. b) Strongly significant (q < .01) correlation.	decreased		
